ID,NAME,SHIRT NAME,CALL NAME,AGE,INJURY TOLERANCE,DRIBBLE STYLE,FK STYLE,PK STYLE,DK STYLE,GOAL CELEBRATION 1,GOAL CELEBRATION 2,GROWTH TYPE,SPECIFIC GROWTH TYPE,CONSISTENCY,STRONG FOOT,FAVOURED SIDE,REGISTERED POSITION,GK,SW,CB,SB,DM,WB,CM,SM,AM,WF,SS,CF,NATIONALITY,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER,FACE TYPE,SKIN COLOR,HEAD HEIGHT,HEAD WIDTH,HEAD POSITION,PRESET FACE NUMBER,BROWS TYPE,BROWS ANGLE,BROWS HEIGHT,EYEBROW SPACING,EYES TYPE,EYES POSITION,EYES ANGLE,EYES LENGTH,EYES WIDTH,EYE COLOR 1,EYE COLOR 2,NOSE TYPE,NOSE HEIGHT,NOSE WIDTH,CHEEK TYPE,CHEEK SHAPE,MOUTH TYPE,MOUTH SIZE,MOUTH POSITION,JAW TYPE,CHIN HEIGHT,CHIN WIDTH,HAIR TYPE,HAIR SHAPE,HAIR FRONT,HAIR VOLUME,HAIR DARKNESS,HAIR COLOR TYPE,HAIR COLOR PATTERN,HAIR COLOR RGB-R,HAIR COLOR RGB-G,HAIR COLOR RGB-B,BANDANA TYPE,BANDANA COLOR,CAP,CAP TYPE,FACIAL HAIR TYPE,FACIAL HAIR COLOR,GLASSES TYPE,GLASSES COLOR,HEIGHT,WEIGHT,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,NECK WARMER,NECKLACE TYPE,NECKLACE COLOR,WRISTBAND,WRISTBAND COLOR,BRACELET TYPE,BRACELET COLOR,GLOVES,FINGER BAND TYPE,SHIRT TYPE,SLEEVE LENGTH,UNDER SHORTS,UNDER SHORTS COLOR,SOCKS TYPE,ANKLE TAPE,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOALKEEPING,TEAMWORK,CONDITION,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,DRIBBLING,TACTICAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW
923,Sequeira,S E Q U E I R A,52685,29,A,1,1,1,1,N,N,Standard,54,4,R,R,DM,0,1,1,0,1,0,0,1,0,0,0,0,Costa Rica,20,0,,0,Build,1,2,0,0,1,21,-1,-2,0,26,1,0,0,0,1,Black 1,1,0,0,4,2,7,1,0,1,0,0,Buzz Cut,1,1,NA,4,Pattern,8,63,63,63,NA,White,N,1,N,Same,N,1,186,81,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,Y,66,67,84,78,76,73,70,70,72,74,68,72,68,73,65,82,63,60,63,77,78,72,63,68,50,69,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,Luis Marín,M  A  R  I  N,52685,32,A,1,1,1,1,N,N,Standard/Lasting,15,5,R,B,CB,0,0,1,0,1,0,0,0,0,0,0,0,Costa Rica,3,0,,0,Build,2,-1,0,0,1,19,-2,-2,0,23,0,-3,-2,-2,1,Black 1,7,-3,0,1,0,1,2,-2,1,-3,0,Buzz Cut,1,4,NA,3,Pattern,9,63,63,63,NA,White,N,1,95,7,N,1,180,76,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,55,78,82,76,72,78,82,74,70,70,69,71,72,72,57,72,60,54,55,77,83,66,56,75,50,70,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
925,Danny Fonseca,D.  FONSECA,52685,26,A,1,1,1,1,N,N,Standard,65,4,R,B,DM,0,0,0,0,1,0,0,0,0,0,0,0,Costa Rica,6,0,,0,Build,2,0,0,0,1,16,0,0,0,31,0,-1,0,0,1,Black 2,5,-3,0,1,0,2,1,0,2,-3,1,Bald,1,NA,NA,NA,Pattern,8,63,63,63,NA,White,N,1,N,Same,N,1,179,77,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,60,72,77,84,75,73,78,74,71,70,69,73,68,70,60,81,62,50,48,76,77,70,59,73,50,74,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,Solís,S  O  L  I  S,52685,33,A,1,1,1,1,N,N,Late,-50,5,R,B,DM,0,0,0,0,1,0,0,0,0,0,0,0,Costa Rica,8,0,,0,Build,3,-2,-3,0,1,20,0,-3,0,16,0,0,0,0,1,Black 1,5,-2,0,1,0,3,0,-1,1,-2,0,Very Short 2,1,6,NA,NA,Pattern,9,63,63,63,NA,White,N,1,81,8,N,1,177,78,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,64,69,75,84,77,76,76,71,73,70,75,72,69,68,63,77,60,55,52,73,76,71,62,74,50,76,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,G. Martínez,E L   T I C O,65535,27,A,1,1,1,1,N,N,Standard,-75,5,R,B,CB,0,0,1,1,0,1,0,0,0,0,0,0,Costa Rica,5,0,Olympique de Marseille,11,Preset,2,7,0,0,171,5,0,0,0,5,0,-3,0,0,1,Brown 2,8,-1,0,3,0,9,0,-1,2,0,-1,Very Short 1,3,2,NA,NA,Pattern,8,63,63,63,NA,White,N,1,N,Same,N,1,174,76,0,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Untucked,Short,N,Same,Standard,N,60,84,75,85,80,88,84,86,75,77,72,75,75,72,62,83,65,55,63,77,90,76,65,78,50,84,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
928,Leo González,L.  GONZALEZ,52685,25,A,1,1,1,1,N,N,Standard,62,4,L,L,SB,0,0,1,1,0,1,0,0,0,0,0,0,Costa Rica,12,0,,0,Build,2,-1,1,0,1,4,-2,-3,-3,28,1,-2,0,-3,1,Black 1,5,0,2,3,0,5,0,0,1,1,0,Very Short 2,3,1,NA,NA,Pattern,9,63,63,63,NA,White,N,1,2,9,N,1,186,74,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,65,68,80,82,77,72,68,67,75,69,66,65,70,73,55,77,61,55,63,74,78,75,65,70,50,73,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,Centeno,C E N T E N O,52685,32,A,1,2,1,1,N,N,Standard,42,5,R,B,AM,0,0,0,0,1,0,1,1,1,0,0,0,Costa Rica,10,0,,0,Build,3,-2,-3,0,1,20,0,0,0,16,0,-2,0,0,1,Black 1,8,-2,0,1,0,6,-3,-1,1,-1,0,Very Short 2,1,6,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,174,69,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,60,72,79,76,72,66,75,80,72,85,69,84,73,66,82,70,79,80,65,71,80,70,71,50,70,4,5,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
930,Wanchope,WANCHOPE,52685,30,B,1,2,1,1,45,38,Early/Lasting,51,4,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,Costa Rica,9,0,,0,Build,4,-4,0,0,1,19,2,0,0,19,0,-3,-1,-1,3,Black 1,1,-3,0,5,0,10,3,-2,1,-2,1,Buzz Cut,4,2,NA,4,Pattern,8,63,63,63,NA,White,N,1,N,Same,N,1,193,79,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,81,32,83,74,84,79,74,73,84,72,81,72,69,66,79,81,87,60,55,75,85,86,76,72,50,63,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
931,Ronald Gómez,R O N A L D,52685,31,A,2,9,1,1,N,N,Standard,31,3,L,L,CF,0,0,0,0,0,0,0,1,1,0,1,1,Costa Rica,11,0,Sparta Rotterdam,19,Preset,3,-7,7,0,32,20,0,-2,0,16,1,0,-3,-3,1,Black 2,8,-2,3,5,0,6,0,-2,2,-3,-1,Very Short 2,2,1,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,183,80,7,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Long,N,Same,Standard,N,75,40,83,76,80,83,78,75,87,74,79,72,77,75,80,92,84,72,72,80,72,85,75,69,50,68,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
932,Mesen,M  E  S  E  N,52685,33,B,1,1,1,3,N,65,Late,109,4,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,1,0,,0,Build,3,-3,-3,0,1,16,2,-3,0,18,0,0,0,0,2,Black 1,2,0,0,1,0,3,0,0,1,0,0,Very Short 2,1,1,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,180,80,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,Y,N,Standard,Auto,N,Same,Standard,N,32,77,82,58,67,69,87,68,42,47,45,50,57,61,39,76,38,40,37,40,81,46,59,73,76,72,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,Alfaro,ALFARO,52685,28,A,1,1,1,3,N,N,Late/Lasting,-28,4,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,23,0,,0,Build,3,-4,1,0,1,15,0,-3,3,23,2,-2,0,-1,2,Black 2,8,0,1,2,2,17,0,0,3,-1,0,Very Short 2,1,1,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,180,66,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,30,76,78,63,70,68,85,72,45,40,48,48,58,58,30,80,30,45,45,35,80,50,55,70,76,72,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Badilla,B A D I L L A,52685,22,A,1,1,1,1,N,N,Standard,3,4,R,R,CB,0,0,1,1,0,0,0,0,0,0,0,0,Costa Rica,17,0,,0,Build,1,0,0,0,1,2,0,0,-3,27,0,0,0,0,1,Black 2,1,1,1,4,3,6,2,0,4,0,0,Buzz Cut,3,3,NA,2,Pattern,11,63,63,63,NA,White,N,1,N,Same,N,1,181,73,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,53,72,80,76,76,73,70,72,67,68,65,69,63,66,59,79,58,49,48,79,78,68,52,68,50,72,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,M. Rodríguez,M.  RODRIGUEZ,52685,24,A,1,1,1,1,N,N,Standard,26,4,R,R,CB,0,0,1,1,0,0,0,0,0,0,0,0,Costa Rica,22,0,,0,Build,3,0,-6,0,1,12,0,-2,2,2,-1,0,1,-3,2,Black 2,1,0,3,5,3,6,0,-1,4,-2,1,Curly 2,4,1,1,NA,Pattern,9,63,63,63,NA,White,N,1,112,Same,N,1,174,76,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,56,70,75,82,80,85,72,78,66,69,66,65,68,68,56,74,60,52,45,70,82,70,58,67,50,67,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
936,Drummond,DRUMMOND,52685,30,A,2,1,1,1,N,N,Standard,60,4,R,R,SB,0,0,1,1,0,1,0,1,0,0,0,0,Costa Rica,2,0,,0,Build,4,-3,-3,0,1,21,2,0,0,16,0,0,2,2,3,Black 1,1,-3,2,1,0,4,-3,-2,2,-2,0,Buzz Cut,1,1,NA,4,Pattern,8,63,63,63,NA,White,N,1,87,7,N,1,172,66,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,69,67,82,88,83,81,66,80,79,83,69,72,80,84,64,84,66,55,60,68,79,72,75,63,50,62,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Harold Wallace,W A L L A C E,52685,31,A,1,1,1,1,N,N,Standard/Lasting,81,5,R,R,SB,0,0,0,1,0,1,0,0,0,0,0,0,Costa Rica,15,0,,0,Build,4,-3,-3,0,1,20,2,-3,0,26,-2,0,-3,-3,3,Black 2,1,0,0,1,0,6,-2,0,2,0,0,Buzz Cut,1,2,NA,1,Pattern,9,63,63,63,NA,White,N,1,65,7,N,1,175,72,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,60,78,86,81,81,72,78,80,78,72,72,81,78,58,83,60,60,60,73,80,78,71,69,50,72,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,Azofeifa,AZOFEIFA,52685,21,A,1,1,1,1,N,N,Standard,4,5,R,B,DM,0,0,0,0,1,0,0,0,0,0,0,0,Costa Rica,14,0,,0,Build,1,-5,-1,0,1,19,-3,3,3,17,1,-1,-1,-1,1,Brown 2,1,0,2,1,1,6,2,-1,4,-2,-1,Very Short 1,4,1,NA,NA,Pattern,11,63,63,63,NA,White,N,1,N,Same,N,1,182,83,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,62,68,76,83,74,74,74,73,70,68,73,75,72,70,63,82,62,59,53,69,75,73,60,68,50,69,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,Bolaños,B O L A N O S,52685,22,A,2,1,1,1,N,N,Standard,55,3,R,B,SM,0,0,0,0,0,1,0,1,0,0,0,0,Costa Rica,7,0,,0,Build,3,-4,2,0,1,12,-2,-1,3,13,0,2,-1,1,2,Black 2,2,0,0,2,-3,6,2,0,1,-1,-1,Curly 1,1,1,1,NA,Pattern,9,63,63,63,N,White,N,1,N,Same,N,1,178,67,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,45,75,85,84,83,72,82,77,82,73,75,78,78,68,80,68,73,70,63,77,79,72,65,50,63,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
940,C. Hernández,C.  HERNANDEZ,52685,24,A,2,1,1,1,N,N,Standard,58,4,R,B,AM,0,0,0,0,1,0,0,1,1,0,0,0,Costa Rica,16,0,,0,Build,1,-4,0,0,1,14,0,-1,0,23,0,0,0,0,1,Black 1,5,0,0,3,3,9,1,0,8,1,1,Straight 1,1,10,1,NA,Pattern,10,63,63,63,NA,White,N,1,N,Same,N,1,170,70,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,72,48,70,78,76,79,68,80,82,77,76,69,75,68,75,79,72,74,73,64,76,82,70,67,50,75,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
941,Víctor Núñez,N U N E Z,52685,23,A,1,1,1,1,N,N,Standard,79,4,R,B,SS,0,0,0,0,0,0,0,0,0,1,1,1,Costa Rica,21,0,,0,Build,4,-3,-6,0,1,10,-1,0,-3,9,2,0,1,0,3,Black 2,7,0,1,1,3,3,0,-1,1,0,-1,Ponytail 2,3,2,1,NA,Pattern,9,63,63,63,NA,Black,N,1,N,Same,N,1,178,73,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,73,44,78,80,81,81,73,81,79,79,66,68,69,73,74,74,77,55,55,72,80,76,77,68,50,66,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,Saborío,S A B O R I O,52685,24,A,1,1,1,1,N,N,Early/Lasting,-63,4,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,Costa Rica,19,0,,0,Build,3,-2,-2,0,1,6,-1,-2,-3,10,0,1,0,-3,2,Black 2,6,0,1,2,-2,2,1,-1,2,-1,-1,Buzz Cut,1,1,NA,3,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,183,82,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,76,35,79,75,82,80,76,75,73,77,62,65,61,66,73,82,77,53,50,73,83,76,84,65,50,66,4,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,Kurt Bernard,BERNARD,52685,28,A,1,1,1,1,N,N,Standard,28,4,L,L,CF,0,0,0,0,0,0,0,0,0,1,0,1,Costa Rica,13,0,AZ,9,Build,3,-4,1,0,1,3,2,-1,-3,19,2,-2,-2,2,3,Black 2,4,-2,3,4,3,15,0,0,3,-1,0,Dreadlocks,2,4,1,NA,Pattern,9,63,63,63,NA,White,N,1,58,Same,N,1,185,85,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,76,37,82,74,77,74,76,73,76,71,72,68,69,66,79,79,79,52,50,76,73,78,75,66,50,66,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,O. Sánchez,O. SANCHEZ,8867,33,A,1,1,1,3,N,59,Late,117,6,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,Mexico,1,0,,0,Build,2,2,-1,0,1,31,-1,-3,-3,32,0,-3,0,1,2,Black 2,4,0,3,4,0,3,2,0,1,0,0,Straight 1,1,8,1,NA,Pattern,9,63,63,63,N,White,N,1,96,7,N,1,184,79,2,0,1,1,1,0,0,0,-2,4,N,2,Black,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,30,85,82,57,66,68,89,71,47,46,53,52,58,64,36,75,39,40,43,42,75,44,53,74,83,78,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,Rafa Márquez,M A R Q U E Z,8488,27,B,1,1,1,1,N,N,Late,66,6,R,B,CB,0,1,1,0,1,0,0,0,0,0,0,0,Mexico,4,0,R.C. Celta,4,Preset,2,0,0,0,150,30,0,0,0,11,0,-3,-1,-1,1,Brown 2,1,-1,2,1,0,1,2,-1,1,-2,2,Special,448,NA,NA,NA,RGB,1,16,16,16,NA,Black,N,1,88,7,N,1,182,74,5,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Untucked,Short,N,Same,Standard,N,66,87,84,81,73,74,81,76,72,71,75,83,83,88,69,85,70,74,63,87,88,75,71,77,50,73,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
946,Osorio,R. OSORIO,9782,26,A,2,1,1,1,N,N,Standard,52,6,R,R,CB,0,1,1,1,0,1,0,0,0,0,0,0,Mexico,5,0,,0,Build,3,0,0,0,1,2,2,-3,0,32,0,-3,0,0,1,Black 2,5,0,2,3,0,3,0,-1,1,-1,-2,Straight 2,1,1,1,NA,Pattern,8,63,63,63,N,White,N,1,N,Same,N,1,173,68,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,66,76,74,86,80,85,81,84,75,75,70,74,70,71,62,73,68,50,60,72,85,76,68,70,50,85,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Salcido,C. SALCIDO,10946,26,A,1,1,1,1,N,N,Standard,55,5,R,B,SB,0,0,1,1,0,0,0,0,0,0,0,0,Mexico,3,0,PSV Eindhoven,23,Build,3,-2,-1,0,1,19,0,-3,0,15,-1,-3,2,2,2,Black 1,2,3,1,1,0,5,1,0,1,-1,0,Straight 1,3,9,1,NA,Pattern,8,63,63,63,N,White,N,1,N,Same,N,1,174,70,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,56,82,80,88,74,76,75,76,73,70,72,74,66,73,62,74,60,58,59,76,80,73,60,75,50,81,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Pardo,P. PARDO,8489,30,A,1,1,1,1,N,N,Standard,76,7,R,R,DM,0,0,0,1,1,0,0,0,0,0,0,0,Mexico,8,0,,0,Build,3,-3,-4,0,1,19,0,-3,0,15,0,-3,0,0,2,Black 2,8,-1,1,3,0,5,-2,-2,2,-1,-1,Straight 1,1,7,1,NA,Pattern,9,63,63,63,N,Black,N,1,N,Same,N,1,175,69,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,69,71,75,87,76,75,78,75,77,73,80,76,80,72,63,83,65,75,74,69,75,77,64,80,50,90,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Torrado,G. TORRADO,8958,27,A,1,1,1,1,N,N,Early/Lasting,70,6,R,B,DM,0,0,0,0,1,0,1,1,0,0,0,0,Mexico,6,0,,0,Build,3,-3,-4,0,1,20,-2,-3,0,16,-1,-2,2,2,2,Black 1,5,0,-2,1,0,1,0,-1,2,-1,-3,Buzz Cut,1,1,NA,1,Pattern,9,63,63,63,NA,White,N,1,34,Same,N,1,172,66,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,68,72,72,86,82,77,84,78,78,74,82,77,80,70,67,78,69,69,70,70,72,82,69,68,50,75,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Mario Méndez,M. MENDEZ,9781,27,A,1,1,1,1,N,N,Standard,3,5,R,B,SB,0,0,1,1,0,1,0,0,0,0,0,0,Mexico,16,0,,0,Build,3,-4,0,0,1,9,0,0,0,13,-2,-3,-2,-2,2,Black 2,3,-2,-1,3,0,6,0,-2,2,-3,-1,Very Short 2,1,9,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,175,67,0,0,1,1,0,0,0,-1,-2,2,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,67,68,73,86,78,78,75,77,77,78,72,76,76,77,64,73,62,56,58,68,78,75,63,72,50,76,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,Pineda,G. PINEDA,10945,24,A,1,2,1,1,N,N,Standard,55,5,L,B,SB,0,0,1,1,1,1,0,0,0,0,0,0,Mexico,14,0,,0,Build,3,-2,0,0,1,19,0,-2,0,5,2,1,0,1,2,Black 2,4,0,0,2,0,2,0,-1,2,0,0,Very Short 1,1,3,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,177,67,0,0,0,0,0,0,0,0,0,0,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,65,72,75,81,75,76,75,77,76,73,74,74,75,70,65,78,64,73,73,74,78,75,60,71,50,78,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Bravo,O. BRAVO,9449,26,A,1,1,1,1,N,N,Standard,87,4,R,B,CF,0,0,0,0,0,0,0,1,0,0,1,1,Mexico,19,0,,0,Build,2,-3,0,0,1,25,0,-2,0,27,0,0,-2,-2,1,Black 1,1,-3,0,2,0,5,1,0,1,0,0,Very Short 2,1,1,NA,NA,Pattern,8,63,63,63,NA,White,N,1,N,Same,N,1,174,71,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,79,32,68,76,82,85,84,84,82,82,68,73,68,67,76,73,80,63,59,74,81,80,86,66,50,65,4,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Franco,GUILLE FRANCO,11658,29,A,1,1,1,1,N,N,Late,66,5,R,B,CF,0,0,0,0,0,0,0,0,0,0,1,1,Mexico,10,0,,0,Build,1,1,2,0,1,22,0,-3,3,9,1,-2,0,1,1,Black 2,1,0,1,4,3,6,2,0,2,1,1,Very Short 2,1,6,NA,NA,Pattern,11,63,63,63,NA,White,N,1,N,Same,N,1,182,76,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,80,35,76,76,77,77,83,78,75,72,72,70,69,66,81,75,81,55,53,78,76,82,82,70,50,72,5,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
954,Borgetti,B O R G E T T I,8490,33,A,1,1,1,1,N,N,Late,8,6,R,B,CF,0,0,0,0,0,0,0,0,0,0,0,1,Mexico,9,0,,0,Preset,2,0,-7,0,151,24,2,-3,0,24,1,-2,-1,-1,1,Black 1,5,0,0,5,0,10,2,0,1,-2,-3,Special,449,NA,NA,NA,Pattern,8,63,63,63,NA,Black,N,1,24,5,N,1,182,78,3,0,0,0,0,0,0,0,0,0,Y,N,White,L,White,None,White,N,N,Standard,Auto,N,Same,Standard,N,84,34,81,73,69,70,85,69,73,68,72,70,67,66,80,78,85,60,57,97,85,74,80,73,50,69,4,5,5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,Corona,C O R O N A,9507,25,A,1,1,1,4,N,N,Late,43,5,R,B,GK,1,0,0,0,0,0,0,0,0,0,0,0,Mexico,12,0,,0,Build,3,-2,-2,0,1,5,-2,-3,0,5,0,0,2,2,1,Black 2,1,0,0,3,0,2,0,0,1,-2,1,Very Short 2,3,1,NA,NA,Pattern,9,63,63,63,NA,White,N,1,N,Same,N,1,181,82,2,0,1,1,1,0,0,0,-2,4,N,N,White,N,None,None,White,N,N,Standard,Auto,N,Same,Standard,N,45,80,78,63,70,73,93,78,50,55,49,55,70,75,36,78,35,38,36,46,86,54,70,67,80,65,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
